year;Austria;Belgium-Brussels;Belgium-Wallonia;Bulgaria;Cyprus;Czech Republic;Denmark;Estonia;Finland;France;Germany East;Germany West;Greece;Hungary;Italy;Latvia;Lithuania;Luxembourg;Netherlands;Norway;Poland;Portugal;Republic of Ireland;Romania;Slovakia;Slovenia;Spain;Sweden;Austria_rendements;Belgium-Brussels_rendements;Belgium-Wallonia_rendements;Bulgaria_rendements;Cyprus_rendements;Czech Republic_rendements;Denmark_rendements;Estonia_rendements;Finland_rendements;France_rendements;Germany East_rendements;Germany West_rendements;Greece_rendements;Hungary_rendements;Italy_rendements;Latvia_rendements;Lithuania_rendements;Luxembourg_rendements;Netherlands_rendements;Norway_rendements;Poland_rendements;Portugal_rendements;Republic of Ireland_rendements;Romania_rendements;Slovakia_rendements;Slovenia_rendements;Spain_rendements;Sweden_rendements
1993;130257,0;320930,0;2621469,0;;;;112154,0;;;;487209,0;;1350820,0;;;67055,0;442393,0;;;;;;;;;;201908,0;1516764,0;0,45833473281160786;0,03603676311550297;-0,09523837463337992;;;;-0,08888997205433158;;;;0,10558956880080239;;-0,009614834735405031;;;0,026545827528666077;-0,01754195055652774;;;;;;;;;;0,09016889119260507;0,20229144686622358
1994;138444,0;320930,0;2814630,0;;;;123096,0;;;;457101,0;;1239344,0;;;56650,0;533241,0;;;;;;;;;;210153,0;1690412,0;0,06285266818673851;0,0;0,07368425871143236;;;;0,09756228043582937;;;;-0,06179688798852234;;-0,08252468870759988;;;-0,1551711281783611;0,20535587136324485;;;;;;;;;;0,04083542999782086;0,11448583959007474
1995;103461,0;337674,0;2014392,0;;;80612,0;112154,0;;;;418781,0;;1265574,0;;;39308,0;426593,0;;;;;;;;;;188256,0;1331839,0;-0,2526870070208893;0,05217337114012399;-0,2843137463894011;;;;-0,08888997205433158;;;;-0,08383267592938981;;0,021164422468660904;;;-0,30612533097969996;-0,19999962493506684;;;;;;;;;;-0,10419551469643551;-0,21212166028163548
1996;103461,0;382326,0;1904015,0;;;41112,0;106683,0;;;;429729,0;;1239344,0;;;61274,0;458192,0;;;;;185339,0;;;;;186651,0;1366059,0;0,0;0,13223404822402673;-0,054794200930106896;;;-0,49000148861211734;-0,04878114021791469;;;;0,02614254228343693;;-0,020725773443512563;;;0,5588175435025948;0,0740729454069804;;;;;;;;;;-0,008525624681285038;0,025693796322228124
1997;104950,0;354419,0;1517693,0;;;5643,0;105315,0;;;;426992,0;;1285246,0;;;69945,0;485842,0;;;;;220554,0;;;;;210217,0;1380482,0;0,014391896463401777;-0,07299268163818318;-0,20289861161808076;;;-0,8627408056042032;-0,012823036472540128;;;;-0,006369130312359639;;0,03703733588091773;;;0,14151189737898617;0,06034588120263984;;;;;0,1900031833559046;;;;;0,1262570251431816;0,010558109129986226
1998;101972,0;365581,0;1545287,0;;;13704,0;93006,0;;701445,0;6537069,0;366775,0;;1304918,0;43849,0;;57806,0;430543,0;;;;;246501,0;;;;;195346,0;1198258,0;-0,028375416865173864;0,03149379689012166;0,018181542643999737;;;1,4284954811270603;-0,11687793761572429;;;;-0,14102606137819917;;0,015306019236784207;;;-0,17355064693687894;-0,11382095413735327;;;;;0,11764465845099159;;;;;-0,0707411864882479;-0,13200027236863643
1999;161518,0;373953,0;1379721,0;104998,0;;74969,0;94373,0;;722488,0;6079474,0;487209,0;40768,0;1318033,0;45603,0;;56072,0;485842,0;;;;;300249,0;;;;;175422,0;1275273,0;0,5839446122464991;0,022900533671060597;-0,10714255669011641;;;4,4705925277291305;0,014697976474635999;;0,029999501030016695;-0,07000002600553856;0,3283593483743439;;0,010050439951016177;0,04000091222148727;;-0,02999688613638718;0,12844013257676923;;;;;0,21804374018766648;;;;;-0,1019933860944171;0,06427246886730575
2000;145143,0;410233,0;1462504,0;92398,0;1321695,0;80612,0;98477,0;564982,0;722488,0;6667810,0;448889,0;50145,0;1363934,0;57881,0;;75148,0;458192,0;;;;;252061,0;;;;;170337,0;1187663,0;-0,10138188932502878;0,09701753963733406;0,059999811556104454;-0,12000228575782401;;0,07527111205965142;0,04348701429434265;;0,0;0,09677416171201658;-0,0786520774452032;0,230008830455259;0,034825379941169965;0,2692366730258975;;0,34020545013554004;-0,05691150620983776;;;;;-0,16049345709727592;;;;;-0,02898724219311144;-0,06869901581857374
2001;142910,0;387907,0;1076182,0;83998,0;1176309,0;110438,0;98477,0;802274,0;694430,0;6144845,0;440678,0;50145,0;1272131,0;54373,0;;75148,0;430543,0;;;;;227967,0;;;;;228024,0;1230904,0;-0,015384827377138421;-0,054422730497059035;-0,2641510724073234;-0,09091105868092386;-0,10999965952810598;0,3699945417555699;0,0;0,41999922121412725;-0,03883524709060915;-0,07843129903221602;-0,018291827155488383;0,0;-0,06730750901436577;-0,06060710768646016;;0,0;-0,06034369871145717;;;;;-0,09558797275262731;;;;;0,3386639426548548;0,036408476141801094
2002;127280,0;368372,0;1020993,0;92398,0;1242394,0;76581,0;99844,0;531083,0;673387,0;6602440,0;429729,0;43622,0;1213115,0;53058,0;;75148,0;481892,0;;;;;253915,0;;;;;197368,0;1194192,0;-0,10936953327268906;-0,0503600089712225;-0,05128221806348743;0,10000238100907155;0,05617996631837374;-0,3065702022854452;0,013881413934218045;-0,3380279056781099;-0,03030255029304607;0,07446811107521834;-0,024845805781091856;-0,1300827599960116;-0,04639144867942058;-0,02418479760175085;;0,0;0,11926567148925882;;;;;0,11382349199664854;;;;;-0,13444198856260747;-0,029825234136862
2003;152587,0;346047,0;993399,0;109198,0;1229177,0;80612,0;113522,0;683628,0;666373,0;6144845,0;410569,0;52591,0;1200000,0;48234,0;;54916,0;521391,0;;;;;279862,0;;;;;168572,0;1145312,0;0,19882935260842238;-0,06060449762739839;-0,027026629957306314;0,18182211736184772;-0,010638332123303895;0,05263707708178278;0,13699371018789308;0,2872338222085813;-0,010416001496910354;-0,06930695318700364;-0,04458623923449434;0,20560726239053695;-0,010811011322092279;-0,09091937125409932;;-0,26922872198860914;0,08196649871755501;;;;;0,10218773999172948;;;;;-0,14590004458676176;-0,04093144151024286
2004;142910,0;362791,0;993399,0;88198,0;1268828,0;82224,0;112154,0;774025,0;750546,0;6602440,0;416044,0;53407,0;1186885,0;43411,0;;53181,0;430543,0;;;;166871,0;213140,0;;;;;182400,0;1112429,0;-0,06341955736727245;0,04838649085239877;0,0;-0,19231121449110788;0,032258169490642974;0,019997022775765316;-0,012050527651027987;0,1322312719783274;0,12631514181997172;0,07446811107521834;0,013335151947662771;0,01551596280732448;-0,010929166666666656;-0,0999917070945806;;-0,03159370675213058;-0,17424159603828993;;;;;-0,2384103593914143;;;;;0,08203023040599855;-0,02871095387108491
2005;192780,0;393488,0;1048588,0;100798,0;1268828,0;77387,0;114889,0;757075,0;666373,0;6275586,0;459838,0;61968,0;1239344,0;46919,0;696009,0;70523,0;466092,0;;84853,0;;215263,0;246501,0;;;;;166470,0;1189681,0;0,348960884472745;0,084613455129813;0,05555572332969927;0,1428603823215946;0,0;-0,0588271064409418;0,024386111953207168;-0,02189851748974514;-0,11214902217852074;-0,049505031473212946;0,10526290488506018;0,1602973393000917;0,044198890372698196;0,08080901154085374;;0,32609390571820773;0,08256782713921718;;;;0,2899964643347257;0,1565215351412217;;;;;-0,08733552631578945;0,0694444319592531
2006;160030,0;396279,0;1076182,0;135447,0;1242394,0;103989,0;120360,0;757075,0;666373,0;6079474,0;440678,0;64414,0;1206557,0;39026,0;654249,0;58962,0;406843,0;;81459,0;;268662,0;170512,0;;;;39216,0;212030,0;1193510,0;-0,16988276792198365;0,007092973610376863;0,026315387931198808;0,3437468997400741;-0,02083339901074066;0,34375282670215923;0,04761987657652167;0,0;0,0;-0,03124999004077067;-0,04166684788990904;0,03947198554092424;-0,02645512464658728;-0,168226091775187;-0,05999922414796366;-0,16393233413212716;-0,12711868043218932;;-0,03999858578954196;;0,24806399613496044;-0,3082705546833482;;;;;0,27368294587613384;0,0032185098358299413
2007;149609,0;382326,0;1048588,0;71399,0;1493516,0;148326,0;101212,0;785324,0;617272,0;5883362,0;454363,0;66453,0;1200000,0;39464,0;654249,0;72836,0;391043,0;;61094,0;;328736,0;220554,0;361385,0;;1844277,0;37647,0;207153,0;1125042,0;-0,06511904017996628;-0,03521004141021855;-0,02564064442631453;-0,47286392463472793;0,20212750544513258;0,4263624037157776;-0,15908939847125292;0,03731334412046361;-0,07368395778340364;-0,03225805390400549;0,031054420688121587;0,03165460924643715;-0,0054344718069681;0,011223287039409557;0,0;0,23530409416234188;-0,03883561963705906;;-0,25000306902859104;;0,22360438022496676;0,2934808107347284;;;;-0,04000917992656061;-0,02300146205725606;-0,0573669261254619
2008;157052,0;373953,0;1048588,0;115498,0;1334912,0;163642,0;98477,0;796624,0;610257,0;6275586,0;481735,0;70529,0;1219672,0;42095,0;654249,0;52025,0;402893,0;;94187,0;27862,0;210257,0;196459,0;354157,0;;1401651,0;46275,0;235997,0;1180451,0;0,0497496808347091;-0,02190015850347604;0,0;0,6176417036653175;-0,10619504578457817;0,10325903752545074;-0,0270224874520808;0,014388965573444823;-0,011364520017107527;0,06666664400388767;0,06024258137216276;0,06133658375092166;0,01639333333333326;0,06666835596999787;0,0;-0,2857240924817398;0,030303572752868657;;0,5416734867581106;;-0,3604077435997275;-0,10924762189758519;-0,020000830139601855;;-0,23999973973540856;0,22918160809626276;0,13924007858925536;0,049250605755162935
2009;179382,0;376744,0;1020993,0;119698,0;1400997,0;112050,0;101212,0;757075,0;561156,0;6602440,0;437941,0;66045,0;1200000,0;39026,0;675129,0;48557,0;414743,0;;90793,0;22290,0;272000,0;166805,0;448117,0;10564,0;1106566,0;23529,0;206865,0;1114002,0;0,14218220716705288;0,007463504771989982;-0,0263163415946015;0,03636426604789689;0,04950513591907191;-0,31527358502096037;0,027772982523837975;-0,04964575508646485;-0,08045954409371792;0,05208342296639712;-0,0909089021972661;-0,06357668476796774;-0,016128926465475923;-0,07290652096448513;0,031914454588390706;-0,06666025949062948;0,029412275715884784;;-0,036034696932697674;-0,19998564352882064;0,2936549080411115;-0,15094243582630473;0,2653060648243575;;-0,21052672883620815;-0,4915397082658023;-0,12344224714720953;-0,056291197178027774
2010;171195,0;340465,0;1048588,0;106048,0;1480299,0;177346,0;106683,0;717527,0;624286,0;6014103,0;405095,0;67676,0;1206557,0;39464,0;605528,0;48557,0;363394,0;;76368,0;18946,0;317055,0;148271,0;498711,0;10564,0;1659850,0;23922,0;208886,0;1142612,0;-0,04564003077231826;-0,0962961586647697;0,027027609395950725;-0,11403699309929993;0,056603975597378176;0,582739848282017;0,054054855155515114;-0,05223788924479078;0,1124999108982172;-0,08910902635995177;-0,07500097045035747;0,024695283518813005;0,005464166666666603;0,011223287039409557;-0,10309289039576142;0,0;-0,12380920232529546;;-0,15887788706177786;-0,1500224315836698;0,16564338235294107;-0,11111177722490329;0,11290354974258965;0,0;0,5000009036966615;0,016702792298865177;0,009769656539288851;0,02568218010380585
2011;157052,0;360000,0;1076182,0;121798,0;1414214,0;157999,0;106683,0;689278,0;687416,0;5491138,0;388672,0;68491,0;1239344,0;42972,0;675129,0;39308,0;426593,0;47140,0;72125,0;20897,0;315386,0;200166,0;480642,0;9825,0;1401651,0;31373,0;181759,0;1127061,0;-0,08261339408277113;0,05737741030649257;0,026315387931198808;0,14851765238382608;-0,044643007932856804;-0,10909183178645132;0,0;-0,039369947054257226;0,10112352351326148;-0,08695644221590482;-0,040541107641417495;0,012042673916898172;0,027174016644054166;0,08889114129333064;0,11494266161102384;-0,190477171159668;0,17391316312322158;;-0,055559920385501727;0,1029768816636758;-0,005264070902524787;0,3500010116610801;-0,03623140456095819;-0,06995456266565692;-0,15555562249600863;0,31147061282501465;-0,12986509387895795;-0,013610044354514073
2012;169706,0;334884,0;1131371,0;108148,0;1361346,0;144295,0;114889,0;768375,0;589214,0;6537069,0;424255,0;77460,0;1252459,0;34641,0;591608,0;38730,0;359444,0;42426,0;76368,0;22847,0;447214,0;196459,0;314405,0;11832,0;1254109,0;29804,0;203961,0;1169856,0;0,08057203983394046;-0,06976666666666664;0,05128221806348732;-0,11207080576035733;-0,0373833097395444;-0,08673472616915301;0,07691947170589497;0,11475340863918482;-0,1428567272219442;0,1904761818042089;0,09155020171249784;0,1309515118774729;0,010582211234330341;-0,19387042725495673;-0,12371117223523209;-0,014704385875648707;-0,157407646163908;-0,09999999999999998;0,05882842287694978;0,09331482987988715;0,41798938443684874;-0,018519628708172253;-0,345864489578522;0,20427480916030527;-0,10526300769592434;-0,05001115608963125;0,12215076007240366;0,03797043815729584
2013;137700,0;326512,0;1076182,0;174297,0;1493516,0;139458,0;109418,0;723176,0;596228,0;5491138,0;388672,0;79091,0;1232787,0;35518,0;640329,0;52603,0;339694,0;46197,0;96732,0;21454,0;458895,0;161245,0;357771,0;5705,0;1549193,0;40000,0;212191,0;1130889,0;-0,1885967496729638;-0,024999701389137763;-0,048780638711793056;0,6116525502089729;0,09708773522675362;-0,03352160504521984;-0,04761987657652167;-0,058824141857816814;0,011903994134558893;-0,1599999938810498;-0,0838717280880602;0,021056028918151393;-0,015706701776265763;0,02531682110793576;0,08235351786994083;0,35819777949909626;-0,054945972112484864;0,08888417479847255;0,26665619107479577;-0,060970805795071525;0,02611948642037154;-0,1792435062786637;0,13793037642531125;-0,5178329952670724;0,23529374240994994;0,34210173131123334;0,04035085138825556;-0,0333092278023962
2014;186081,0;343256,0;1076182,0;233096,0;1467082,0;175734,0;116257,0;745776,0;645329,0;5948733,0;372250,0;75829,0;1304918,0;37710,0;570728,0;56650,0;379194,0;48083,0;89944,0;18946,0;355435,0;170512,0;386682,0;7501,0;1512307,0;46667,0;186587,0;1096433,0;0,3513507625272332;0,05128142304111338;0,0;0,3373494667148602;-0,01769917429742973;0,2601213268510949;0,0625034272240399;0,031251037091938993;0,08235272412567007;0,08333336368526889;-0,04225156430100441;-0,04124363075444737;0,05851051317056388;0,0617151866659158;-0,10869568612385194;0,07693477558314155;0,11628112359947473;0,04082516180704365;-0,07017326220898978;-0,11690127715111398;-0,2254546246962813;0,057471549505411;0,08080867370468825;0,31481156879929895;-0,02380981582023678;0,1666749999999999;-0,12066487268545789;-0,030468065389264498
2015;165240,0;340465,0;1103777,0;156447,0;1480299,0;132203,0;116257,0;751426,0;638315,0;5621879,0;385935,0;71752,0;1285246,0;42095,0;668169,0;60118,0;367344,0;55154,0;88247,0;18110,0;;174219,0;458959,0;7289,0;1383208,0;40784,0;196886,0;1114002,0;-0,11199961307172679;-0,008130957652597526;0,0256415736371729;-0,3288301815560971;0,009009039712845057;-0,24770960656446672;0,0;0,0075760013730663545;-0,010868874636038361;-0,0549451454620673;0,036762928139691065;-0,05376570968890526;-0,015075276760685319;0,11628215327499336;0,17073106628726809;0,061218005295675226;-0,03125049446984918;0,14705821184202317;-0,01886729520590591;-0,044125409057320764;0,0;0,021740405367364213;0,18691586368126778;-0,02826289828022932;-0,08536560367703117;-0,12606338526153382;0,05519677147925628;0,016023778926756105
2016;184592,0;346047,0;993399,0;160647,0;1519950,0;149132,0;114889,0;785324,0;575185,0;;358564,0;70529,0;1226230,0;36833,0;619448,0;56072,0;319945,0;57039,0;96732,0;17832,0;;164952,0;357771,0;8557,0;1549193,0;;181389,0;1114447,0;0,11711450012103608;0,016395224178696877;-0,10000027179403082;0,02684615237109056;0,026785804759714038;0,12805306990007792;-0,011767033382936054;0,045111561218270424;-0,0989010128228226;0,0;-0,07092126912563002;-0,017044821050284265;-0,04591805771035273;-0,1250029694738093;-0,07291718113231838;-0,06730097474965901;-0,129031643364258;0,034177031584291306;0,09615057735673727;-0,01535063500828271;0,0;-0,05319167255006629;-0,22047285269490302;0,17396076279325;0,12000002891828276;0,0;-0,07871052284062863;0,0003994606831945191
