year;Austria;Belgium-Brussels;Belgium-Wallonia;Bulgaria;Cyprus;Czech Republic;Denmark;Estonia;Finland;France;Germany East;Germany West;Greece;Hungary;Italy;Latvia;Lithuania;Luxembourg;Netherlands;Norway;Poland;Portugal;Republic of Ireland;Romania;Slovenia;Spain;Sweden;Austria_rendements;Belgium-Brussels_rendements;Belgium-Wallonia_rendements;Bulgaria_rendements;Cyprus_rendements;Czech Republic_rendements;Denmark_rendements;Estonia_rendements;Finland_rendements;France_rendements;Germany East_rendements;Germany West_rendements;Greece_rendements;Hungary_rendements;Italy_rendements;Latvia_rendements;Lithuania_rendements;Luxembourg_rendements;Netherlands_rendements;Norway_rendements;Poland_rendements;Portugal_rendements;Republic of Ireland_rendements;Romania_rendements;Slovenia_rendements;Spain_rendements;Sweden_rendements
1999;1053773,0;890995,0;3199368,0;821563,0;;116518,0;125714,0;;1665144,0;15442570,0;878169,0;178121,0;3889882,0;430254,0;;147454,0;664254,0;;;;;386393,0;;;;147779,0;5234413,0;-0,05555500784667655;0,15337366927633478;-0,08000002300454279;;;-0,2366433218246975;0,0684877949275855;;0,040000000000000036;0,29000005346260593;-0,11111099864364238;;0,030302950040180354;-0,030000383261828745;;0,8387161134249446;-0,13926855436861496;;;;;-0,10743746289584499;;;;-0,34850615656590145;-0,04676579714431084
2000;1012448,0;928910,0;3153001,0;805132,0;1885618,0;174778,0;104762,0;1617270,0;1745199,0;15801699,0;1091254,0;201277,0;4042427,0;465739,0;;164269,0;1004309,0;;;;;482991,0;;;;405334,0;4845702,0;-0,03921622588546114;0,04255354968321923;-0,014492549778581276;-0,01999968353005188;;0,5000085823649565;-0,166664015145489;;0,04807692307692313;0,023255779316525782;0,24264691648190717;0,13000151582351327;0,039215842537125845;0,08247453829598328;;0,11403556363340428;0,5119351934651504;;;;;0,24999935299034926;;;;1,7428389690010082;-0,0742606668598752
2001;1405030,0;952607,0;3338471,0;788701,0;1433070,0;160795,0;107985,0;1584925,0;1681155,0;16519958,0;1259139,0;194152,0;3851746,0;403640,0;;131286,0;1175218,0;;;;;475836,0;;;;167526,0;4758337,0;0,38775522298429155;0,025510544616808906;0,05882332419177794;-0,020407833746516113;-0,239999830294365;-0,08000434837336512;0,030764972031843696;-0,019999752669622284;-0,03669724770642202;0,04545454257798487;0,15384594237455262;-0,035398977528480646;-0,04716993034135186;-0,13333433532514993;;-0,20078651480194076;0,170175712853315;;;;;-0,01481394063243413;;;;-0,5866964034598627;-0,01802937943769556
2002;1467017,0;895735,0;3941251,0;846210,0;1357645,0;116518,0;114432,0;1326162,0;1633122,0;19153575,0;1058968,0;192371,0;4118699,0;474610,0;;105417,0;951451,0;;;;;450792,0;;;;170263,0;4740842,0;0,044117919190337584;-0,059701429865621436;0,1805557094849708;0,07291609874971638;-0,052631762579636754;-0,27536303989551913;0,0597027364911793;-0,16326513872896198;-0,02857142857142858;0,159420320560137;-0,15897450559469606;-0,00917322510198193;0,06930701037918907;0,1758249925676345;;-0,1970430967506055;-0,1904046738562547;;;;;-0,052631578947368474;;;;0,01633776249656771;-0,003676704697460509
2003;1508341,0;890995,0;3663045,0;813347,0;1244508,0;131666,0;153114,0;1487889,0;1681155,0;18674736,0;1310796,0;208402,0;4271243,0;483481,0;;140340,0;1113550,0;;;;;450792,0;;;;183386,0;4460445,0;0,028168726061115867;-0,005291743651861358;-0,07058824723419033;-0,03883551364318549;-0,08333327195253548;0,13000566436087135;0,3380348154362416;0,12195116433738873;0,02941176470588225;-0,024999980421409607;0,23780510836965796;0,08333376652406033;0,037036938120508456;0,01869113587998572;;0,3312843279546942;0,17037030808733178;;;;;0,0;;;;0,07707487827654869;-0,059144978887716526
2004;1818274,0;890995,0;3709412,0;813347,0;1282220,0;131666,0;156337,0;1520234,0;1601100,0;19991544,0;1323710,0;208402,0;4461924,0;439125,0;;129993,0;1048358,0;;;;1386484,0;482991,0;;;;183480,0;4500617,0;0,20547939756328315;0,0;0,012658048153926682;0,0;0,03030273811016082;0,0;0,0210496754052536;0,02173885283109156;-0,04761904761904767;0,07051280403642646;0,009852028843542415;0,0;0,044642976295190984;-0,09174300541282909;;-0,07372808892689187;-0,05854429527187821;;;;;0,07142762072086462;;;;0,0005125800224663468;0,009006276279608816
2005;1343044,0;938389,0;3523942,0;1158404,0;1470782,0;114188,0;172454,0;1665788,0;1569078,0;17477637,0;1349538,0;233339,0;4843285,0;483481,0;577230,0;174617,0;986690,0;;228035,0;;1622187,0;486569,0;;;;164417,0;4279615,0;-0,26136324888328166;0,05319221768921256;-0,04999983824929666;0,4242432811579806;0,14705900703467423;-0,13274497592392875;0,10309139870919881;0,09574447091697724;-0,020000000000000018;-0,12574851647276464;0,019511826608547223;0,11965816067024315;0,08547007972345555;0,10100996299459153;;0,3432800227704569;-0,05882341719145556;;;;0,17000051929917692;0,007408005532194117;;;;-0,10389688249400475;-0,04910482273874894
2006;1880261,0;924171,0;3153001,0;870857,0;1489638,0;154970,0;185348,0;1584925,0;1777221,0;16879088,0;1510966,0;219089,0;4881421,0;465739,0;473328,0;210187,0;1099454,0;;264521,0;;1331025,0;529501,0;;;152268,0;208172,0;4583608,0;0,39999955325365355;-0,015151499005209956;-0,10526308321760125;-0,24822687076356775;0,012820390785310165;0,35714786142151533;0,0747677641573985;-0,04854339207630265;0,13265306122448983;-0,03424656319386887;0,11961723197123764;-0,061069945444182094;0,007873994613160296;-0,036696374831689305;-0,18000103944701418;0,20370296133824306;0,11428513514883099;;0,1600017541166927;;-0,1794873217452735;0,08823414561963472;;;;0,26612211632617067;0,07103279150110464
2007;1859599,0;905213,0;2782059,0;1150188,0;1489638,0;103701,0;198242,0;1876033,0;1777221,0;18195896,0;1155825,0;206621,0;4118699,0;474610,0;479101,0;148748,0;1048358,0;;104896,0;;1414214,0;604633,0;779464,0;;109633,0;236502,0;4055965,0;-0,010988899945273523;-0,020513519684127735;-0,11764728269987867;0,32075415366702;0,0;-0,330831773891721;0,06956643718842392;0,18367304446582655;0,0;0,07801416759009738;-0,23504235039041244;-0,056908379699574185;-0,1562499935981756;0,01904714872492952;0,012196616299901875;-0,2923063747995832;-0,04647397708317036;;-0,6034492535564284;;0,062499953043706924;0,14189208330107017;;;-0,2799997373052775;0,13608938762177436;-0,11511521055029139
2008;1735625,0;800948,0;2967530,0;1059816,0;1282220,0;237698,0;207912,0;1633443,0;1585089,0;18555026,0;1265596,0;206621,0;3622930,0;487917,0;640725,0;186905,0;1219267,0;;212073,0;285138,0;1538998,0;472258,0;950946,0;;115724,0;318851,0;4064713,0;-0,06666706101691822;-0,11518283542105556;0,06666681044506961;-0,07857150309340732;-0,13924054031919164;1,292147616705721;0,04877876534740366;-0,12931009209326272;-0,10810810810810811;0,01973686813773834;0,09497198970432374;0,0;-0,12037029168676805;0,028037757316533574;0,33734849228033337;0,25652109608196416;0,1630254168900318;;1,0217453477730323;;0,08823558527917275;-0,21893446106977288;0,21999989736536896;;0,0555580892614449;0,34819578692780606;0,002156823345369041
2009;1818274,0;966825,0;2782059,0;985876,0;1093659,0;215559,0;195019,0;1924552,0;1216836,0;17836767,0;1136453,0;203058,0;3394113,0;443561,0;767715,0;172030,0;1028976,0;;209792,0;256624,0;1331025,0;472258,0;974329,0;17482,0;65475,0;230065,0;4298837,0;0,04761915736406186;0,20710083550992064;-0,06250012636771995;-0,06976682744929308;-0,14705822713730876;-0,09313919343031918;-0,062011812689984236;0,1782180339320074;-0,23232323232323238;-0,03870967359463684;-0,10204125171065648;-0,017244132977770943;-0,06315799642830522;-0,09090890458828038;0,19819735455928833;-0,07958588587785242;-0,15606999943408617;;-0,010755730338138259;-0,10000070141475359;-0,13513532831101793;0,0;0,0245891985454485;;-0,43421416473678753;-0,27845608136715894;0,05759914660641474
2010;1756288,0;971564,0;2874795,0;911935,0;1018234,0;236532,0;219194,0;1698134,0;1232847,0;19871834,0;1000854,0;203058,0;3165296,0;430254,0;571457,0;256752,0;694207,0;;209792,0;239516,0;1400349,0;486569,0;1652463,0;32375,0;111156,0;209789,0;4000945,0;-0,03409057160801943;0,004901610943035095;0,03333358494553851;-0,07500030429790361;-0,06896573794939742;0,09729586795262546;0,12396228059830072;-0,11764711995311117;0,013157894736842035;0,11409393866052064;-0,11931773685317382;0,0;-0,06741584620193852;-0,030000383261828745;-0,2556391369192995;0,4924838690926001;-0,3253418932997465;;0,0;-0,06666562753288863;0,05208316898630749;0,030303351134337575;0,6960010427689209;0,8519048163825649;0,6976861397479954;-0,08813161497837563;-0,06929595143988942
2011;1818274,0;1000000,0;2642956,0;1026954,0;1074802,0;297122,0;256264,0;2134797,0;1104759,0;18674736,0;923368,0;199496,0;2669527,0;430254,0;548368,0;216654,0;692445,0;326802,0;214353,0;262327,0;1164647,0;429325,0;1192579,0;29785,0;108110,0;207115,0;4083936,0;0,03529375592158002;0,029268272599643375;-0,08064540254174646;0,12612631382719153;0,0555550099485973;0,2561598430656318;0,169119592689581;0,2571428403176663;-0,10389610389610393;-0,060240942028803146;-0,07741988341955974;-0,017541786090673583;-0,15662642609095645;0,0;-0,04040373991393931;-0,156174051224528;-0,0025381478435106963;;0,021740581147040805;0,09523789642445601;-0,1683166125015978;-0,11764826776880566;-0,27830214655335705;-0,07999999999999996;-0,027402929216596483;-0,012746140169408338;0,02074284950180516
2012;1590990,0;905213,0;2828427,0;1158404,0;1225652,0;267992,0;257876,0;2280351,0;1040715,0;19512705,0;742569,0;219089,0;2669527,0;461303,0;565685,0;195959,0;521536,0;346410,0;221194,0;327909,0;1414214,0;429325,0;787258,0;34641,0;100497,0;190788,0;4173027,0;-0,12499986250697093;-0,09478699999999995;0,07017559126977524;0,12799989093961361;0,14035143217076262;-0,09804053553759062;0,006290388037336392;0,06818165849024527;-0,05797101449275366;0,04487179899089333;-0,19580383985583216;0,09821249548863142;0,0;0,0721643494308013;0,03157915852128501;-0,09552096891818296;-0,2468196030009604;0,05999963280518483;0,03191464546798972;0,2500009530090308;0,21428553029372854;0,0;-0,3398693084483292;0,16303508477421524;-0,07041901766719083;-0,07883060135673414;0,02181498436802154
2013;1549666,0;905213,0;2364750,0;1339148,0;1131371,0;337903,0;272381,0;2070106,0;816561,0;19871834,0;839426,0;194152,0;2402574,0;332670,0;519507,0;210187,0;414057,0;313730,0;209792,0;222408,0;1428079,0;447214,0;834026,0;14569,0;138564,0;177571,0;4153805,0;-0,02597376476282065;0,0;-0,1639345827203601;0,156028466752532;-0,0769231396840212;0,26086972745455084;0,05624796413780264;-0,09219852557786057;-0,2153846153846154;0,01840488030747145;0,13043501681325242;-0,11382132375427334;-0,10000011237945894;-0,27884709182467926;-0,081632003676958;0,07260702493889037;-0,20608165112283716;-0,09433907797119023;-0,05154751033029825;-0,3217386531019276;0,009804032487303882;0,041667734233971965;0,059406192125072144;-0,5794290003175429;0,378787426490343;-0,06927584544101306;-0,0046062486535553004
2014;1343044,0;800948,0;2040177,0;985876,0;1055946,0;280809,0;264323,0;1892206,0;928638,0;19033865,0;716741,0;154965,0;2059349,0;261701,0;479101,0;267746,0;576156,0;339874,0;141382,0;230962,0;1525133,0;357771,0;787258,0;22986,0;161404,0;170325,0;3434857,0;-0,13333324729328766;-0,11518283542105556;-0,1372546780843641;-0,26380355270664635;-0,06666690236889583;-0,16896564990544627;-0,02958356126161521;-0,08593762831468532;0,13725490196078427;-0,04216867954915482;-0,1461534429479192;-0,2018367052618567;-0,14285720231718146;-0,2133315297441909;-0,07777758528758993;0,27384662229348145;0,39148957752193536;0,08333280209097005;-0,32608488407565583;0,038460846732131904;0,06796122623468315;-0,200000447213191;-0,05607499046792308;0,5777335438259317;0,16483357870731208;-0,04080621272617713;-0,17308178886587122
2015;1239732,0;597156,0;2040177,0;1298070,0;1093659,0;356546,0;291722,0;2053933,0;880605,0;21787192,0;548855,0;140716,0;1868669,0;221780,0;461784,0;228295,0;537394,0;277782,0;173307,0;173934,0;;293372,0;841821,0;15216,0;149223,0;164199,0;3224330,0;-0,07692376422514824;-0,2544384903888892;0,0;0,31666659904491024;0,03571489451165122;0,26971001641685266;0,10365726781248696;0,0854700809531308;-0,051724137931034475;0,14465412043218762;-0,23423523978675698;-0,09194979511502599;-0,09259236778224578;-0,15254431584136097;-0,03614477949325923;-0,14734487163206922;-0,06727691805691516;-0,18269123263327003;0,2258066797753604;-0,24691507693906356;0,0;-0,1800006149184814;0,06930764755645535;-0,3380318454711564;-0,07546900944214519;-0,035966534566270414;-0,061291343424194955
2016;1053773,0;568720,0;1993809,0;1059816,0;1074802,0;291296,0;288498,0;2021588,0;896616,0;;561770,0;144278,0;1716125,0;195167,0;686903,0;248344,0;415819,0;274514,0;177867,0;168231,0;;389971,0;1192579,0;32051,0;;157264,0;3228703,0;-0,14999935469924142;-0,04761904761904767;-0,02272743982507397;-0,18354480112782823;-0,017242120258691207;-0,18300583935873627;-0,011051617635968514;-0,01574783598101792;0,018181818181818077;0,0;0,02353080503958238;0,0253133971971915;-0,08163243463663172;-0,11999729461628639;0,4874984841397709;0,08782058301758688;-0,22623066130250802;-0,011764621177758117;0,026311689660544646;-0,03278829900996927;0,0;0,3292713687741162;0,41666577574092356;1,1064011566771819;0,0;-0,042235336390599176;0,0013562507559710113
